s,p,o,type_s,type_o,scicheck_score,num_connections_train_subject,num_connections_train_object,freq_abstracts_subject,freq_abstracts_object,harmomic_mean_frequences,freq_abstracts_s&o,max_cos_sim,graph_emb_similarity,word_emb_similarity,label
tracking_system,usesMethod,liquid_crystal_display,Method,Method,0.9319952726364136,306,214,3631,14069,5772.264293785311,2,0.8712519616949891,0.30248666,0.14688672125339508,0
wavelet,usesTask,data_compression,Method,Task,0.9959685802459717,1449,596,33670,6209,10484.567316131297,3120,0.9999999999999998,0.5098261,0.3532334864139557,0
data_compression,usesMaterial,mobile_device,Task,Material,0.9996311664581299,596,1832,6209,61445,11278.328110680817,155,0.8497477351720919,0.04825667,0.22914886474609375,0
artificial_intelligence,usesMaterial,task_example,Method,Material,0.9999727010726929,419,1492,45260,25,49.97239704096279,19,0.8846018524525151,0.32059085,0.3540717363357544,1
face_detection,usesMethod,distributed_system,Task,Method,0.8329004049301147,282,736,6549,10073,7937.441583443629,0,0.8584359100356874,0.044355772,0.14546577632427216,1
thresholding,usesMethod,evolutionary_algorithm,Method,Method,0.9336680769920349,235,634,8713,14296,10827.158763961928,32,0.9102103609699539,0.39665714,0.27543678879737854,0
artificial_intelligence,usesMethod,nonlinear_system,Method,Method,0.7451969385147095,419,191,45260,10777,17408.748505451757,35,0.7964834803097995,0.30993122,0.16251632571220398,1
neural_network,usesTask,statistical_machine_translation,Method,Task,0.6270744204521179,4935,39,256590,2063,4093.0912844621944,93,0.9494058200987694,0.300709,0.25310036540031433,1
wearable_technology,usesTask,emotion_recognition,Method,Task,0.7886145710945129,341,175,1241,5774,2042.9177476835353,6,0.8656350098162352,0.21322763,0.13506312668323517,1
sentiment_analysis,usesMaterial,emoticon,Task,Material,0.991127610206604,362,13,11049,811,1511.0858347386172,954,1.0000000000000002,0.4088866,0.34014859795570374,1
evolutionary_algorithm,usesMaterial,clock_signal,Method,Material,0.6860232949256897,634,462,14296,9752,11594.693280106454,0,0.7692235543518814,-0.10958901,0.08985986560583115,0
multiagent_system,usesMaterial,location_data,Method,Material,0.5992308259010315,367,63,2755,3994,3260.7704845162248,0,0.7759620935833104,0.09617562,0.13294878602027893,1
remote_controller,usesMethod,acquisition_device,Method,Method,0.9936667084693909,802,835,14687,17470,15958.073825294648,117,0.9525691249477494,0.5208357,0.22572115063667297,1
target_detection,usesMethod,tracking_system,Task,Method,0.9936681389808655,189,306,11145,3631,5477.46277747699,16,0.9329392153593866,0.45560047,0.5127447843551636,0
graphics_processing_unit,usesMaterial,medical_image,Method,Material,0.8798909187316895,1534,286,106,20976,210.9340669765677,0,0.8635923544178075,0.038471963,0.3558463752269745,1
image_analysis,usesTask,enhancement,Task,Task,0.5601208806037903,223,18,16489,54185,25283.879927554688,0,0.9768084087521403,0.48244795,0.29168936610221863,1
face_detection,usesMethod,optical_flow,Task,Method,0.5064598917961121,282,82,6549,7158,6839.971109652002,34,0.8304850579700545,0.31655237,0.3564898669719696,0
action_recognition,usesMaterial,imagenet,Task,Material,0.9846441745758057,125,17,6117,5725,5914.5119067725045,0,0.8232790558754549,0.12921925,0.3601705729961395,1
image_analysis,usesMethod,network_architecture,Task,Method,0.8309797048568726,223,330,16489,21001,18473.485676180313,357,0.7905363307056121,0.17896403,0.2398761361837387,1
purchase,usesMethod,wearable_technology,Task,Method,0.9983906745910645,179,341,25481,1241,2366.733103809595,5,0.8308653187890104,0.19587481,0.1720021516084671,1
image_analysis,usesTask,pattern_recognition,Task,Task,0.9925277233123779,223,411,16489,15873,16175.137321549966,1620,1.0000000000000002,0.6739015,0.5613494515419006,1
sensor,usesMaterial,robotic_hand,Method,Material,0.9787529706954956,9208,125,509693,1047,2089.707369698868,3184,0.9999999999999999,0.18156037,0.27726608514785767,1
multiagent_system,usesMaterial,knowledge,Method,Material,0.8452457189559937,367,26,2755,243539,5448.366139654235,159,0.774612124657548,0.3008546,0.18457168340682983,1
support_supporting_body,usesMethod,neural_network,OtherEntity,Method,0.9860209822654724,185,4935,0,256590,0.0,0,0.6837983607536909,-0.2607167,0.06248210370540619,0
bp_neural_network,usesTask,sentiment_analysis,Method,Task,0.8941577672958374,192,362,5001,11049,6885.488971962617,0,0.9075827697025176,0.27676404,0.23527847230434418,0
graphics_processing_unit,usesTask,validation,Method,Task,0.9583175778388977,1534,642,106,69530,211.6772933540123,3,0.9351395547577331,0.27589923,0.143709197640419,1
action_recognition,usesMethod,semantic_information,Task,Method,0.9772548675537109,125,212,6117,8875,7242.312566702241,81,0.9228029443652935,0.38301143,0.27740857005119324,1
decision_support_system,usesMaterial,training_datasets,Method,Material,0.8196799159049988,309,4,9004,794,1459.3133292508676,0,0.7743022572956889,0.04603424,0.2766650319099426,1
machine_learning,usesTask,class_imbalance,Method,Task,0.5874615907669067,2675,19,87634,2815,5454.780262910591,1926,0.8882786235100008,0.35553,0.3012698292732239,0
acquisition_device,usesMethod,base_plate,Method,Method,0.9261993765830994,835,504,17470,18906,18159.655817022212,34,0.9247786291841359,0.41046217,0.24279102683067322,0
evolutionary_algorithm,usesMethod,genetic_selection,Method,Method,0.8356412649154663,634,205,14296,45,89.71759291541734,3,0.909112113831684,0.4244717,0.5078908205032349,0
acquisition_device,usesMethod,broadcast,Method,Method,0.9819973111152649,835,1301,17470,57804,26830.93445279911,474,0.8416290205945632,0.36217272,0.24054154753684998,1
face_detection,usesTask,detection_speed_up,Task,Task,0.8665478825569153,282,32,6549,5,9.992371071101617,8,0.9085336279365621,0.50429636,0.4772608280181885,0
decision_support_system,usesMaterial,geometry,Method,Material,0.9971140027046204,309,293,9004,42992,14889.605661973997,16,0.7099981378330324,0.009672796,0.10959059745073318,0
wearable_technology,usesMethod,user_interface,Method,Method,0.9951651096343994,341,1274,1241,55144,2427.3726700363572,40,0.8904592429848578,0.39649534,0.34207186102867126,1
decision_support_system,usesTask,data_warehousing,Method,Task,0.9663240313529968,309,158,9004,474,900.5899978898502,136,0.9999999999999999,0.5776214,0.30029579997062683,1
game_theory,usesMethod,prefetching,Method,Method,0.9288830161094666,233,2036,6944,2087,3209.4182261100655,2,0.8262785144584047,0.1599148,0.1497786045074463,0
machine_learning,usesTask,user_activity,Method,Task,0.7111529111862183,2675,47,87634,3397,6540.468587623996,336,0.9999999999999998,0.33349794,0.2579011619091034,1
sentiment_classification,usesTask,sentiment_analysis,Task,Task,0.9999964237213135,97,362,2915,11049,4612.981237467774,12701,1.0000000000000002,0.8360631,0.8103164434432983,1
artificial_intelligence,usesTask,monitoring_of_electronic_device,Method,Task,0.706843912601471,419,619,45260,2,3.999823251292475,0,0.8290298145482503,0.16688372,0.198154479265213,0
neural_network,usesTask,magnetic_resonance_imaging,Method,Task,0.5527982711791992,4935,60,256590,10225,19666.3062421528,935,0.83434762180161,0.19061273,0.2998582720756531,0
action_recognition,usesMethod,k-nearest_neighbor,Task,Method,0.9998891353607178,125,210,6117,8740,7196.954970720873,0,0.7643524477217007,0.35501713,0.17007014155387878,1
machine_learning,usesTask,big_data_processing,Method,Task,0.663014829158783,2675,16,87634,2765,5360.855982920165,192,0.8538114208220587,0.37711036,0.41797658801078796,1
deep_learning,usesMethod,extended_kalman_filter,Method,Method,0.9490935802459717,840,132,85872,3885,7433.686954777901,0,0.8378436045923002,0.30783495,0.09939291328191757,1
action_recognition,usesTask,sentiment_analysis,Task,Task,0.9432589411735535,125,362,6117,11049,7874.48829080741,0,0.8338915834803392,0.42146957,0.238714337348938,0
neural_network,usesMaterial,abstraction_example,Method,Material,0.6760700345039368,4935,73,256590,3,5.999929849995908,0,0.8780676150579163,0.1149883,0.2545725405216217,0
autonomous_vehicle,usesMethod,servo_system,Task,Method,0.852863609790802,72,1248,12184,2571,4246.02697390715,0,0.8721555806439092,0.19148251,0.3131541311740875,1
evolutionary_algorithm,usesTask,user_association,Method,Task,0.81938636302948,634,9,14296,1242,2285.4462607800233,0,0.7946890795639636,0.23012428,0.1404186338186264,0
sentiment_analysis,usesMaterial,social_media_platform,Task,Material,0.9861149787902832,362,25,11049,0,0.0,0,0.8796487188482391,0.21200942,0.29386842250823975,1
acquisition_device,usesTask,data_transmission,Method,Task,0.99662846326828,835,862,17470,70701,28017.068423858185,1876,0.8701417134217089,0.41061047,0.4511580467224121,0
sensor,usesTask,ranging,Method,Task,0.5999960899353027,9208,216,509693,5690,11254.361009191223,19040,0.9999999999999999,0.39935452,0.37792888283729553,0
cylinder_a,usesMethod,neural_network,Method,Method,0.9748227596282959,357,4935,24061,256590,43996.36552159087,0,0.6963639404116275,-0.030985331,0.2615012228488922,0
image_analysis,usesTask,pedestrian_detection,Task,Task,0.9100658297538757,223,97,16489,2627,4531.973530027202,18,0.9060189931634673,0.5499853,0.429622620344162,0
autonomous_vehicle,usesMaterial,game,Task,Material,0.9103747606277466,72,236,12184,89646,21452.359108317785,163,0.7221117428092892,0.039888714,0.27871349453926086,0
decision_support_system,usesTask,risk_management,Method,Task,0.9402546882629395,309,20,9004,5523,6846.436566393612,58,0.8985788961913636,0.4033512,0.32673484086990356,1
pattern_recognition,usesMethod,metaheuristics,Task,Method,0.7515472173690796,411,136,15873,2948,4972.488603156049,0,0.8058715374081606,0.22377874,0.27311867475509644,1
artificial_intelligence,usesTask,knowledge_management,Method,Task,0.9309728741645813,419,84,45260,5944,10507.985313647372,460,0.8346790015654337,0.39291385,0.4294869005680084,0
graphics_processing_unit,usesMaterial,human_pose,Method,Material,0.5465161800384521,1534,8,106,2352,202.85760781122863,0,0.6914765238167898,0.10198483,0.16982018947601318,1
graphics_processing_unit,usesTask,verification,Method,Task,0.9665198922157288,1534,2243,106,103108,211.78227759800026,0,1.0000000000000002,0.19550891,0.19192908704280853,0
data_compression,usesTask,data_augmentation,Task,Task,0.9261776804924011,596,653,6209,6595,6396.181661980631,8,1.0,0.34050548,0.40126296877861023,0
evolutionary_algorithm,usesTask,real_world_example_problem,Method,Task,0.9991276264190674,634,59,14296,1,1.999860110512695,0,0.8763350438696206,0.43662542,0.2700025737285614,0
machine_learning,usesTask,disclosure_issue,Method,Task,0.5261373519897461,2675,794,87634,21,41.989937824425304,0,0.82201567050185,0.17109893,0.11540127545595169,0
sensor,usesMaterial,knowledge_base,Method,Material,0.8787155151367188,9208,277,509693,18952,36545.136097002716,330,0.8102765608625855,-0.073962435,0.24921363592147827,0
image_analysis,usesMaterial,digital_image,Task,Material,0.9999990463256836,223,373,16489,17151,16813.486266349584,5472,0.9029540662737942,0.36113182,0.638868510723114,1
acquisition_device,usesTask,storage_storage_bin,Method,Task,0.5830010771751404,835,18,17470,1,1.9998855245835956,0,0.7657490428977496,0.17567402,0.2280762791633606,0
gps,usesMethod,game_theory,Method,Method,0.6889393329620361,538,233,48888,6944,12160.706118355065,0,0.6907630942257618,0.18920061,0.11280756443738937,0
decision_support_system,usesMaterial,data_collection_data,Method,Material,0.9459280967712402,309,98,9004,20,39.9113475177305,7,0.8364638233489168,0.090206794,0.22595816850662231,0
action_recognition,usesMaterial,social_social_medium,Task,Material,0.9732968807220459,125,382,6117,1,1.9996730957829356,0,0.7139243293259013,-0.074257,0.13299982249736786,0
game_theory,usesMaterial,wireless,Method,Material,1.0,233,10558,6944,400400,13651.251031069563,8437,1.0000000000000002,0.21601069,0.1179809644818306,1
text_classification,usesMethod,evolutionary_algorithm,Task,Method,0.99687260389328,271,634,6422,14296,8862.719567525823,0,0.9150296711378475,0.26972008,0.259178102016449,1
deep_learning,usesTask,nlp_task,Method,Task,0.9914233088493347,840,59,85872,1938,3790.4552101127433,770,0.9208986347194211,0.42957386,0.3330913186073303,1
deep_learning,usesMaterial,linguistics,Method,Material,0.6400934457778931,840,14,85872,5177,9765.276806994036,0,0.730438441155851,0.13149762,0.21225117146968842,1
primary_user_account,usesMethod,game_theory,OtherEntity,Method,0.9985432624816895,234,233,10,6944,19.9712395743457,0,0.7825303326207792,0.4261793,0.12450633943080902,0
tracking_system,usesTask,motion_estimation,Method,Task,0.8536099791526794,306,181,3631,5155,4260.825176417027,13,0.9408386366603072,0.22802514,0.4875667095184326,1
mobile_node,usesMethod,multiagent_system,Method,Method,0.919016420841217,411,367,6498,2755,3869.4455852156057,0,0.7999255295368399,0.31333417,0.1516622006893158,1
autonomous_vehicle,usesMaterial,sensitive_information_data,Task,Material,0.5331906676292419,72,161,12184,10,19.983598491061176,0,0.829338643043996,0.00036882114,0.12325215339660645,0
data_communication,usesMethod,wearable_technology,Task,Method,0.9994742274284363,223,341,20442,1241,2339.945763962551,2,0.9487341564795846,0.32981336,0.31985026597976685,0
pattern_recognition,usesMaterial,internet,Task,Material,0.8685544729232788,411,1283,15873,207126,29486.329517172722,182,0.7552799797531723,0.14793034,0.2697550654411316,0
autonomous_vehicle,usesTask,image_analysis,Task,Task,0.9069198369979858,72,223,12184,16489,14013.320963973076,36,0.8266246797190927,0.41068837,0.22838276624679565,0
autonomous_vehicle,usesTask,ranging,Task,Task,0.8958063721656799,72,216,12184,5690,7757.296631979411,140,0.8371730016452232,0.4079749,0.3780926465988159,1
mainboard_on,usesMethod,machine_learning,OtherEntity,Method,0.5326023101806641,180,2675,158,87634,315.4312921450702,0,0.7405531295894252,-0.20448947,0.19262956082820892,0
wearable_technology,usesTask,intelligent_control,Method,Task,0.537203311920166,341,626,1241,20863,2342.6513753166846,1,0.7742551892412206,0.37559703,0.24777851998806,1
wearable_technology,usesMaterial,motion_data,Method,Material,0.9967246055603027,341,67,1241,3694,1857.8536980749748,99,1.0,0.27378744,0.3157176077365875,0
data_compression,usesMethod,rfid,Task,Method,0.9981799125671387,596,384,6209,30249,10303.145592188272,0,0.801434200603599,0.16486442,0.1641695350408554,0
data_compression,usesMaterial,video_image_frame,Task,Material,0.9514056444168091,596,37,6209,256,491.7259087393658,12,0.9071625165468301,0.22804105,0.20286621153354645,1
sensor,usesMaterial,color_image,Method,Material,0.9770887494087219,9208,451,509693,10216,20030.519525532352,5852,0.9594226418883129,0.045344952,0.24918052554130554,0
collaborative_filtering,usesMethod,decision_support_system,Method,Method,0.9454558491706848,347,309,7571,9004,8225.554630467572,10,0.8920520466654911,0.4138609,0.2639964818954468,1
conveyer_belt,usesMethod,acquisition_device,Method,Method,0.8483524918556213,150,835,10892,17470,13418.182074606868,0,0.9160464486043862,0.3159197,0.28092965483665466,0
action_recognition,usesMaterial,radio,Task,Material,0.8639019131660461,125,2975,6117,137357,11712.404602924571,0,0.881893622242188,-0.23011175,0.07525152713060379,0
tracking_system,usesMaterial,digital_image,Method,Material,0.9896002411842346,306,373,3631,17151,5993.194206524878,6,0.9188374872698314,0.15701187,0.32595303654670715,1
face_detection,usesMaterial,mobile_device,Task,Material,0.9994434714317322,282,1832,6549,61445,11836.435714916022,468,1.0000000000000002,0.030917881,0.20471791923046112,0
wearable_technology,usesTask,usability_evaluation,Method,Task,0.7244706749916077,341,35,1241,1717,1440.7011494252874,0,0.809938979383272,0.051926948,0.2570526897907257,1
foreground_detection,usesTask,autonomous_vehicle,Task,Task,0.9957472085952759,169,72,584,12184,1114.576441102757,0,0.8659512666598649,0.45580667,0.25123295187950134,0
graphics_processing_unit,usesMaterial,knowledge_base,Method,Material,0.645432710647583,1534,277,106,18952,210.82086262986672,0,0.7777884372322235,-0.003986975,0.1877412348985672,1
evaluation,usesTask,sentiment_analysis,Task,Task,0.9922152757644653,103,362,322532,11049,21366.0614243617,1818,0.8810594848602394,0.5603904,0.37553679943084717,0
deep_learning,usesTask,computer_vision_problem,Method,Task,0.9271438121795654,840,30,85872,966,1910.508118565605,896,0.9084612519391564,0.54774845,0.3724709153175354,0
autonomous_vehicle,usesMethod,sensing_device,Task,Method,0.9733899235725403,72,150,12184,5139,7228.952952721815,0,0.9078445357457795,0.20019439,0.3197714388370514,1
neural_network,usesMaterial,data_set,Method,Material,0.8529901504516602,4935,52,256590,97352,141150.5256793486,34892,1.0,0.19256018,0.36571165919303894,1
sentiment_analysis,usesMethod,hybrid_algorithm,Task,Method,0.980782151222229,362,315,11049,4229,6116.798141117947,0,0.9388222423919038,0.24038051,0.20815512537956238,1
artificial_intelligence,usesMaterial,matlab,Method,Material,0.999961256980896,419,370,45260,33269,38349.0160322938,168,0.8407007807201645,0.16250998,0.2615613639354706,1
neural_network,usesMaterial,library,Method,Material,0.6429990530014038,4935,209,256590,80569,122631.75362366124,14160,0.8687843688580551,0.084835105,0.24786292016506195,0
multiagent_system,usesMaterial,camera_image,Method,Material,0.582307755947113,367,430,2755,3849,3211.385523924894,0,0.7257958077648933,-0.10201256,0.0753159150481224,0
data_compression,usesMaterial,encrypted_data,Task,Material,0.920433521270752,596,252,6209,1928,2942.350251935603,1,0.8225920237606575,0.122211255,0.43416881561279297,1
face_detection,usesMethod,hybrid_equivalent_model,Task,Method,0.5401221513748169,282,127,6549,2,3.998778812395054,0,0.9010213721238823,0.32491273,0.09318213909864426,0
machine_learning_based_approach,usesMethod,deep_learning,Method,Method,0.9999150037765503,150,840,0,85872,0.0,0,0.9223727309829257,0.56418097,0.43627798557281494,1
handover,usesMethod,multiagent_system,Task,Method,0.7548679709434509,499,367,10370,2755,4353.424761904762,0,0.7790369259211922,0.23886569,0.2059178352355957,0
image_registration,usesTask,pattern_recognition,Task,Task,0.9969196319580078,147,411,5760,15873,8452.686173900984,57,0.8928827423032203,0.54020643,0.34232625365257263,1
evolutionary_algorithm,usesMaterial,electricity,Method,Material,0.8062482476234436,634,972,14296,74134,23969.68594368427,225,0.8105296339883571,0.020895965,0.1427071988582611,0
anintelligent_system,usesMethod,deep_learning,Method,Method,0.9971655011177063,166,840,3,85872,5.9997903930131,0,0.8905206315605634,0.38844463,0.24923010170459747,0
classification_task,usesTask,action_recognition,Task,Task,0.991757869720459,140,125,14165,6117,8544.256483581501,72,0.8729192233239869,0.6055527,0.4457150399684906,1
face_detection,usesMaterial,digital_image,Task,Material,0.9995754361152649,282,373,6549,17151,9478.641265822785,525,0.9501734909491032,0.30614004,0.39602378010749817,1
acquisition_device,usesMaterial,monitoring_data,Method,Material,0.8839353919029236,835,86,17470,9141,12002.049528390515,231,0.8342393802337705,0.4021063,0.3263373076915741,0
graphics_processing_unit,usesMethod,factorization,Method,Method,0.9483140707015991,1534,257,106,12158,210.16764514024788,10,0.974067569435266,0.43599716,0.14953681826591492,1
data_compression,usesMethod,co_processor,Task,Method,0.8392296433448792,596,134,6209,196,380.00437158469947,1,0.7863000353828092,0.2381252,0.16143320500850677,0
game_theory,usesTask,situation_awareness,Method,Task,0.7675236463546753,233,44,6944,2212,3355.204892966361,0,0.8052670607691071,0.17425066,0.25032803416252136,0
support_vector,usesTask,sentiment_analysis,Method,Task,0.9627993702888489,603,362,54230,11049,18357.734340293202,1188,0.9673405042512676,0.42264393,0.26065126061439514,1
multiagent_system,usesTask,human_intervention_process,Method,Task,0.9982149004936218,367,23,2755,3,5.9934735315445975,0,0.848449539240761,0.29990482,0.13652881979942322,0
communications_system,usesTask,data_compression,Method,Task,0.8291544318199158,1309,596,3,6209,5.997102382485512,0,0.9084316548580202,0.28343868,0.2819131910800934,1
transmission_unit_a,usesMethod,tracking_system,Method,Method,0.965430498123169,264,306,1857,3631,2457.2766034985425,0,0.8277947045744537,0.32354632,0.19098956882953644,1
game_theory,usesMaterial,mobile_device,Method,Material,0.9995232224464417,233,1832,6944,61445,12477.856965301437,92,0.8316075286914643,0.12930977,0.13969455659389496,0
fusion_method_technique,usesMethod,wearable_technology,Method,Method,0.7528388500213623,154,341,1,1241,1.998389694041868,0,0.7597889120959265,0.19414575,0.11814980208873749,0
neural_network,usesMethod,state_space,Method,Method,0.9394272565841675,4935,118,256590,10853,20825.157285851565,5200,0.7652734910244021,0.49935114,0.24110473692417145,1
user_experience,usesTask,pattern_recognition,Metric,Task,0.7226135730743408,815,411,62710,15873,25333.61744906659,0,0.8887940090525626,0.14515752,0.2231113761663437,1
forecasts_model,usesMethod,graphics_processing_unit,Method,Method,0.9509119987487793,157,1534,0,106,0.0,0,0.6979887746096268,0.26398876,0.06278065592050552,1
acquisition_device,usesMaterial,bluetooth,Method,Material,0.9981635808944702,835,412,17470,34407,23173.6719548162,520,0.8803375542376282,0.33814543,0.32621288299560547,1
pattern_recognition,usesMaterial,color_image,Task,Material,0.9776291847229004,411,451,15873,10216,12431.183103990188,243,0.8211257181126574,0.26938793,0.3060585856437683,1
sensor,usesMethod,inverter,Method,Method,0.9354888200759888,9208,636,509693,37736,70269.47804372804,9204,0.9780392807424386,0.27337655,0.2637394964694977,1
artificial_intelligence,usesMaterial,data_stream,Method,Material,0.8202049136161804,419,339,45260,20643,28353.858853162983,320,0.8032204535076696,0.09391668,0.28399646282196045,1
autonomous_vehicle,usesMaterial,video_live_broadcast_stream,Task,Material,0.5328445434570312,72,212,12184,4,7.997374466688546,0,0.7931624440748883,0.028115015,0.04761037603020668,1
neural_network,usesTask,gender_recognition,Method,Task,0.5260103940963745,4935,16,256590,496,990.086119041877,570,0.8121243949127451,0.4287689,0.31707948446273804,0
artificial_intelligence,usesMethod,semantic_information,Method,Method,0.9969322681427002,419,212,45260,8875,14840.029555740279,189,0.8879717781688647,0.5386462,0.46832165122032166,1
sentiment_analysis,usesMaterial,matlab,Task,Material,0.6235361695289612,362,370,11049,33269,16588.708019314952,6,0.7782546158965207,-0.055502184,0.16592161357402802,0
game_theory,usesMethod,fpgas,Method,Method,0.8609060049057007,233,256,6944,8204,7521.597042513863,0,0.7547558392529188,0.1830045,0.16977575421333313,1
acquisition_device,usesMethod,detection_monitoring_device,Method,Method,0.9989197254180908,835,793,17470,15,29.974263654561053,9,0.9159686105541112,0.6258609,0.5990010499954224,0
deep_learning,usesMaterial,smart_phone,Method,Material,0.9879540205001831,840,763,85872,13598,23478.183492510303,567,1.0000000000000002,-0.027667787,0.3118606209754944,1
sensor,usesTask,autonomous_vehicle,Method,Task,0.5982288718223572,9208,72,509693,12184,23799.09255245968,30787,1.0,0.34324092,0.38654136657714844,0
sensor,usesMethod,pv_system,Method,Method,0.8190701007843018,9208,202,509693,4300,8528.053494891954,678,0.8331541056312375,0.18336047,0.24080856144428253,0
data_compression,usesMaterial,compressed_data_set,Task,Material,0.9992316961288452,596,30,6209,24,47.81517728220761,117,0.9768189537728004,0.24657059,0.7948951125144958,1
maximum_likelihood_estimation,usesMethod,machine_learning,Method,Method,0.9934070110321045,192,2675,2448,87634,4762.950023312093,150,0.9749891887707071,0.48570335,0.39528965950012207,1
image_analysis,usesMaterial,face_photo_image,Task,Material,0.9985465407371521,223,337,16489,8,15.99224101351761,0,0.8863070659642444,0.30680162,0.46991950273513794,1
multiagent_system,usesMaterial,healthcare_data,Method,Material,0.665518581867218,367,4,2755,1439,1890.5317119694803,0,0.6173610427112532,0.065929994,0.136016383767128,1
data_compression,usesMaterial,sensitive_information_data,Task,Material,0.5227987766265869,596,161,6209,10,19.96784048882457,0,0.8082711087536872,0.08560567,0.4683455526828766,1
graphics_processing_unit,usesTask,dimensionality_reduction,Method,Task,0.7837837934494019,1534,344,106,9192,209.5831361583136,0,0.8573452591683174,0.2747402,0.25057584047317505,0
acquisition_device,usesTask,line_detection,Method,Task,0.7106105089187622,835,63,17470,3554,5906.428843226789,0,0.7677763217276733,0.38551903,0.23942190408706665,0
machine_learning,usesTask,model_checking_problem,Method,Task,0.9300649762153625,2675,303,87634,105,209.74868644502445,0,0.9160062025017833,0.17720923,0.22723975777626038,0
image_analysis,usesMaterial,natural_photograph,Task,Material,0.9960611462593079,223,28,16489,22,43.94137241838774,0,0.8475396690219625,0.26180634,0.4945653975009918,1
door_frame_a,usesMethod,sensor,OtherEntity,Method,0.9986515641212463,250,9208,2446,509693,4868.635577450653,573,0.8640889577690575,0.0289639,0.21280598640441895,1
face_detection,usesMethod,logistic_regression,Task,Method,0.9142009019851685,282,175,6549,9820,7857.679760522939,0,0.8090883296112175,0.29909304,0.1620926409959793,1
graphics_processing_unit,usesMaterial,keyboard,Method,Material,0.7047410607337952,1534,616,106,27116,211.1744912203365,0,0.7864961702175847,-0.14576614,0.14693349599838257,0
face_detection,usesTask,image_fusion,Task,Task,0.6207786798477173,282,235,6549,5322,5872.087945413192,0,0.8542775324964732,0.4886261,0.38953015208244324,1
neural_network,usesTask,ranking,Method,Task,0.8514441847801208,4935,139,256590,26718,48396.59748401034,2763,0.9040030777227934,0.2609637,0.3345971405506134,1
autonomous_vehicle,usesMethod,user_interface,Task,Method,0.9915497303009033,72,1274,12184,55144,19958.249049429658,213,0.8750810142406475,0.17837511,0.2178184688091278,1
multiagent_system,usesTask,human_human_social_interaction,Method,Task,0.9695630669593811,367,41,2755,0,0.0,0,0.8053533775228388,0.24026102,0.20092585682868958,1
electronic_device,usesMethod,deep_learning,Method,Method,0.7757603526115417,2355,840,58241,85872,69407.6336208392,714,0.7891258633254988,-0.007080315,0.25187259912490845,1
face_detection,usesTask,terminal,Task,Task,0.8162577748298645,282,1377,6549,450514,12910.326086338207,0,0.8763960991245924,0.2920813,0.09081210196018219,0
artificial_intelligence,usesTask,control_precision_of_operation,Method,Task,0.7117350697517395,419,30,45260,3,5.9996023241941545,0,0.8080165356919415,0.09892265,0.15647228062152863,0
pattern_recognition,usesMethod,language_model,Task,Method,0.9768282175064087,411,236,15873,11591,13398.189848528984,0,0.897218613773426,0.3123715,0.3135567307472229,1
decision_support_system,usesMaterial,integrated_data,Method,Material,0.9940943121910095,309,1172,9004,539,1017.1132767473541,22,0.8405879611664269,0.06823571,0.29680126905441284,1
wearable_technology,usesTask,pattern_recognition,Method,Task,0.5080274343490601,341,411,1241,15873,2302.0209185462195,4,0.856328879206413,0.23856182,0.27719977498054504,0
artificial_intelligence,usesMethod,wireless_communication_module,Method,Method,0.7615189552307129,419,695,45260,20513,28230.987791342952,34,0.7811295974652884,0.13804017,0.10673096030950546,1
decision_support_system,usesTask,knowledge-sharing,Method,Task,0.5682970285415649,309,37,9004,313,604.9698400772781,1,0.9283079478019964,0.4144311,0.2903800308704376,1
scalability,usesMethod,deep_learning,Metric,Method,0.9529018998146057,198,840,47934,85872,61524.72158199184,1084,0.7796268001582639,0.12832186,0.29154276847839355,0
game_theory,usesMaterial,incomplete_information,Method,Material,0.9916932582855225,233,13,6944,2291,3445.3067677314566,352,0.8813180194410978,0.14178382,0.2373802810907364,1
acquisition_device,usesMaterial,signal_line,Method,Material,0.7391459941864014,835,32,17470,7126,10122.883395674093,0,0.7970300562933341,0.30080107,0.24980495870113373,0
password,usesMethod,artificial_intelligence,Method,Method,0.8949448466300964,1114,419,26959,45260,33790.673922375,38,0.8587037095381128,0.18389331,0.2304319143295288,0
power_switch,usesMethod,sensor,Method,Method,0.999911904335022,186,9208,11098,509693,21723.005635658068,785,0.8060220343850826,0.38872167,0.2264287769794464,1
artificial_intelligence,usesTask,parallel_computation,Method,Task,0.947343647480011,419,1131,45260,3062,5735.943048714871,60,0.8820268328764823,0.248269,0.29944708943367004,1
sentiment_analysis,usesMaterial,twitter_data_set,Task,Material,0.9946892857551575,362,6,11049,112,221.75217274437773,187,1.0,0.3283993,0.24679963290691376,1
autonomous_vehicle,usesMethod,manipulator,Task,Method,0.9985533356666565,72,327,12184,31527,17575.665987966415,0,0.832239003159209,0.2794827,0.34173306822776794,1
acquisition_device,usesTask,recording_medium_recording,Method,Task,0.6092634797096252,835,86,17470,0,0.0,0,0.8483907906828204,0.28733087,0.35106685757637024,1
artificial_intelligence,usesMethod,computer_program,Method,Method,0.9926692247390747,419,287,45260,40619,42814.09750928632,1372,0.9744304719299456,0.39176494,0.5329158902168274,1
game_theory,usesTask,ranking,Method,Task,0.5774621367454529,233,139,6944,26718,11023.099756401878,31,0.8006313955680899,0.22771618,0.27992066740989685,1
multiplexing,usesMethod,wearable_technology,Method,Method,0.6305628418922424,334,341,27029,1241,2373.0448532012733,0,0.7383375246558954,0.17789349,0.20765052735805511,0
